year,generation
2013,74.01
2014,87.03
2015,88.89
2016,96.03
2013,25.89
2014,37.87
2015,36.49
2016,38.27
2013,16.47
2014,16.43
2015,16.75
2016,17.23
2013,243.89
2014,326.08
2015,326.92
2016,347.23
2013,61.44
2014,61.71
2015,64.13
2016,64.85
2013,33.5
2014,33.65
2015,34.84
2016,35.04
2013,61.19
2014,61.67
2015,63.79
2016,64.36
2013,61.15
2014,62.59
2015,67.91
2016,64.39
2013,61.09
2014,63.32
2015,67.91
2016,64.34
2013,1343.48
2014,1806.49
2015,1789.91
2016,2211.98
2013,73.25
2014,73.78
2015,73.73
2016,70.87
2013,33.16
2014,34.05
2015,35.46
2016,36.03
2013,46.02
2014,47.02
2015,48.63
2016,50.04
2013,39.21
2014,40.79
2015,43.92
2016,42.08
2013,7.35
2014,10.13
2015,9.68
2016,10.84
2013,32.3
2014,32.59
2015,32.5
2016,32.56
2013,32.88
2014,44.72
2015,44.72
2016,51.92
2013,34.5
2014,35.08
2015,35.35
2016,35.69
2013,57.14
2014,87.79
2015,95.43
2016,101.82
2013,36.32
2014,48.94
2015,48.94
2016,56.63
2013,11.96
2014,16.69
2015,16.69
2016,19.57
2013,146.1
2014,148.8
2015,144.35
2016,146.23
2013,33.58
2014,41.87
2015,45.55
2016,46.04
2013,282.04
2014,344.77
2015,348.24
2016,409.28
2013,36.46
2014,35.5
2015,35.99
2016,37.63
2013,951.1
2014,1235.68
2015,1262.21
2016,1472.3
2013,356.92
2014,417.03
2015,417.66
2016,473.27
2013,27.9
2014,34.96
2015,36.54
2016,37.49
2013,67.82
2014,90.22
2015,93.8
2016,101.28
2013,257.08
2014,327.46
2015,327.46
2016,351.07
2013,32.04
2014,74.05
2015,64.36
2016,82.37
2013,18.28
2014,24.59
2015,24.59
2016,28.44
2013,25.5
2014,32.57
2015,32.05
2016,34.68
2013,117.34
2014,160.36
2015,160.36
2016,183.43
2013,35.49
2014,44.27
2015,42.41
2016,47.11
2013,11.52
2014,16.26
2015,16.26
2016,19.14
2013,7.97
2014,11.05
2015,11.05
2016,12.97
2013,302.73
2014,448.34
2015,420.04
2016,505.44
2013,827.67
2014,1022.51
2015,1012.7
2016,1134.08
2013,79.84
2014,95.36
2015,95.35
2016,102.59
2013,58.61
2014,59.12
2015,59.72
2016,59.29
2013,37.64
2014,38.32
2015,39.3
2016,39.61
2013,3498.38
2014,3987.37
2015,4418.97
2016,4829.03
2013,452.25
2014,451.2
2015,438.06
2016,452.07
2013,15.92
2014,16.78
2015,16.09
2016,16.84
2013,494.38
2014,493.23
2015,478.86
2016,494.18
2013,15.03
2014,15.48
2015,14.96
2016,14.53
2013,311.58
2014,313.98
2015,314.78
2016,307.39
2013,7.29
2014,9.99
2015,9.83
2016,10.11
2013,25.71
2014,25.73
2015,25.76
2016,26.21
2013,33.95
2014,34.11
2015,33.91
2016,34.54
2013,61.8
2014,61.1
2015,64.59
2016,65.65
2013,651.07
2014,777.16
2015,946.7
2016,1005.79
2013,8202.65
2014,8730.29
2015,9775.5
2016,10861.44
2013,576.59
2014,732.2
2015,708.68
2016,849.06
2013,199.66
2014,238.64
2015,238.64
2016,262.16
2013,76.16
2014,75.3
2015,76.39
2016,76.79
2013,1471.34
2014,1704.95
2015,2604.86
2016,1933.58
2013,480.08
2014,654.68
2015,655.48
2016,814.09
2013,49.06
2014,45.56
2015,43.84
2016,44.84
2013,32.15
2014,32.96
2015,32.9
2016,33.4
2013,152.33
2014,192.05
2015,188.49
2016,200.95
2013,56.45
2014,55.99
2015,57.78
2016,56.12
2013,116.64
2014,136.82
2015,138.53
2016,159.66
2013,46.02
2014,67.64
2015,62.39
2016,70.4
2013,2736.95
2014,3281.39
2015,3281.39
2016,3564.7
2013,16.83
2014,17.86
2015,17.92
2016,17.96
2013,16.9
2014,17.83
2015,17.9
2016,17.47
2013,31.84
2014,32.14
2015,32.2
2016,32.08
2013,15.47
2014,15.55
2015,15.58
2016,15.52
2013,32.27
2014,32.1
2015,32.73
2016,32.28
2013,16.41
2014,16.36
2015,16.1
2016,16.69
2013,31.46
2014,31.03
2015,31.23
2016,31.36
2013,31.72
2014,33.25
2015,32.27
2016,32.28
2013,7.94
2014,7.74
2015,7.33
2016,7.66
2013,469.14
2014,443.44
2015,460.88
2016,466.69
2013,78.12
2014,74.76
2015,72.41
2016,75.18
2013,1604.66
2014,1473.97
2015,1417.74
2016,1467.28
2013,157.73
2014,151.15
2015,146.33
2016,151.69
2013,76.82
2014,74.4
2015,75.67
2016,76.29
2013,61.21
2014,82.72
2015,82.72
2016,94.26
2013,894.36
2014,1401.47
2015,1104.18
2016,1047.98
2013,201.81
2014,209.63
2015,222.14
2016,219.59
2013,9.23
2014,9.5
2015,9.61
2016,9.61
2013,32.59
2014,32.01
2015,33.01
2016,32.26
2013,45.96
2014,45.52
2015,45.47
2016,43.87
2013,77.48
2014,75.65
2015,78
2016,76.96
2013,32.49
2014,31.99
2015,32.84
2016,32.56
2013,32.57
2014,32.68
2015,33.06
2016,32.41
2013,9.19
2014,13.14
2015,13.14
2016,15.54
2013,34.95
2014,35.53
2015,34.93
2016,35.27
2013,79.84
2014,95.36
2015,95.35
2016,102.59
2013,26.21
2014,26.42
2015,26.47
2016,26.84
2013,26.21
2014,26.41
2015,26.47
2016,26.83
2013,36.71
2014,35.96
2015,36.08
2016,36.6
2013,36.71
2014,35.96
2015,36.08
2016,36.61
2013,73.45
2014,69.92
2015,69.8
2016,71.74
2013,185.13
2014,177.32
2015,177.12
2016,181.04
2013,127.92
2014,122.69
2015,122.54
2016,125.29
2013,16.22
2014,16.32
2015,16.15
2016,16.62
2013,26.21
2014,26.37
2015,26.48
2016,26.8
2013,127.92
2014,122.69
2015,122.54
2016,125.29
2013,139.12
2014,133.1
2015,132.94
2016,136.05
2013,53.99
2014,52.18
2015,52.12
2016,53.3
2013,43.13
2014,41.93
2015,41.97
2016,42.67
2013,249.36
2014,238.54
2015,238.25
2016,243.96
2013,90.95
2014,87.15
2015,87.38
2016,89.12
2013,896.61
2014,859.48
2015,861.03
2016,879.09
2013,36.71
2014,35.96
2015,36.08
2016,36.6
2013,50.98
2014,48.73
2015,48.68
2016,49.86
2013,16.22
2014,16.36
2015,16.12
2016,16.66
2013,36.71
2014,35.96
2015,36.08
2016,36.6
2013,36.34
2014,35.96
2015,36.11
2016,36.54
2013,16.41
2014,16.36
2015,16.1
2016,16.69
2013,36.71
2014,35.96
2015,36.08
2016,36.6
2013,36.71
2014,35.96
2015,36.08
2016,36.61
2013,16.41
2014,16.36
2015,16.1
2016,16.69
2013,54.55
2014,52.18
2015,52.07
2016,53.43
2013,26.49
2014,26.42
2015,26.45
2016,26.9
2013,109.04
2014,104.68
2015,104.56
2016,106.91
2013,36.34
2014,35.96
2015,36.11
2016,36.52
2013,36.34
2014,35.96
2015,36.11
2016,36.54
2013,36.6
2014,35.96
2015,36.11
2016,36.54
2013,16.22
2014,16.32
2015,16.15
2016,16.64
2013,36.71
2014,35.96
2015,36.11
2016,36.54
2013,20.74
2014,20.73
2015,20.78
2016,21.11
2013,14.81
2014,14.69
2015,14.44
2016,14.99
2013,36.71
2014,35.96
2015,36.08
2016,36.58
2013,36.71
2014,35.96
2015,36.08
2016,36.58
2013,20.74
2014,20.73
2015,20.78
2016,21.11
2013,13.39
2014,18.92
2015,18.92
2016,22.28
2013,12.27
2014,15.59
2015,15.64
2016,17.94
2013,12.27
2014,15.59
2015,15.64
2016,17.94
2013,268.14
2014,337.54
2015,329.59
2016,386.56
2013,157.49
2014,157.71
2015,158.19
2016,159.19
2013,77.81
2014,77.34
2015,78.15
2016,78.77
2013,77.81
2014,77.34
2015,78.15
2016,78.74
2013,77.84
2014,77.22
2015,78.13
2016,78.77
2013,77.54
2014,77.73
2015,77.88
2016,77.99
2013,77.54
2014,77.73
2015,77.88
2016,77.99
2013,77.84
2014,77.64
2015,78.13
2016,78.77
2013,32.69
2014,32.71
2015,33.05
2016,33.35
2013,37.29
2014,37.31
2015,37.83
2016,37.98
2013,8.44
2014,8.87
2015,8.89
2016,9.13
2013,28.51
2014,30.33
2015,30.32
2016,30.16
2013,320.5
2014,534.41
2015,403.25
2016,443.98
2013,1798.22
2014,2826.35
2015,2437.42
2016,3065.12
2013,70.62
2014,78.9
2015,81.41
2016,86.34
2013,16.2
2014,15.15
2015,15.35
2016,15.44
2013,8.68
2014,8.61
2015,8.83
2016,8.93
2013,44.72
2014,45.44
2015,45.54
2016,45.54
2013,1240.54
2014,1577.27
2015,1584.36
2016,1983.84
2013,26.6
2014,36.06
2015,36.06
2016,41.83
2013,30.53
2014,32.71
2015,32.34
2016,32.96
2013,325.1
2014,405.59
2015,409.75
2016,463.32
2013,47.74
2014,47.6
2015,47.06
2016,48.46
2013,47.65
2014,47.47
2015,48.9
2016,49.58
2013,48.48
2014,48.05
2015,48
2016,47.43
2013,10.89
2014,11.95
2015,11.77
2016,11.92
2013,7.71
2014,7.79
2015,7.72
2016,7.76
2013,13.47
2014,16.62
2015,16.65
2016,16.86
2013,236.72
2014,336.88
2015,329.61
2016,430.5
2013,55.42
2014,52.09
2015,54.96
2016,52.25
2013,18.31
2014,24.62
2015,24.62
2016,28.47
2013,23.47
2014,24.39
2015,24.46
2016,24.83
2013,60.29
2014,60.35
2015,61.59
2016,61.5
2013,97.27
2014,99.48
2015,98.65
2016,98.62
2013,44.1
2014,45.58
2015,45.09
2016,44.95
2013,44.15
2014,45.43
2015,45.08
2016,44.95
2013,31.23
2014,32.18
2015,31.86
2016,31.89
2013,44.96
2014,45.67
2015,45.83
2016,44.82
2013,156.39
2014,159.25
2015,168.62
2016,161.39
2013,15.72
2014,16.18
2015,16.15
2016,15.94
2013,31.36
2014,32.62
2015,32.75
2016,31.98
2013,70.99
2014,67.69
2015,71.11
2016,71.63
2013,31.35
2014,30.12
2015,31.85
2016,31.89
2013,15.3
2014,14.42
2015,15.22
2016,15.45
2013,33.53
2014,32.06
2015,33.87
2016,34.02
2013,122.23
2014,167.04
2015,167.04
2016,191.08
2013,9480.5
2014,11614.32
2015,11649.51
2016,11371.76
2013,31.08
2014,41.13
2015,35.65
2016,45.87
2013,17.97
2014,18.51
2015,18.37
2016,18.29
2013,22.45
2014,23.99
2015,24.25
2016,23.49
2013,92.56
2014,94.18
2015,100.48
2016,96.14
2013,17.53
2014,22.8
2015,23.74
2016,26.32
2013,33.95
2014,35.51
2015,35.83
2016,35.47
2013,47.24
2014,49.41
2015,50.15
2016,49.26
2013,17
2014,17.7
2015,17.85
2016,17.66
2013,44.73
2014,45.54
2015,45.54
2016,45.58
2013,54.13
2014,56.12
2015,60.9
2016,57.74
2013,68.53
2014,70.75
2015,77.09
2016,72.17
2013,54.21
2014,55.98
2015,60.9
2016,57.18
2013,54.64
2014,56.08
2015,60.9
2016,57.18
2013,463.39
2014,581.3
2015,553.92
2016,585.76
2013,89.45
2014,110.8
2015,102.31
2016,111.84
2013,47.62
2014,44.49
2015,44.87
2016,43.68
2013,159.29
2014,150.35
2015,149.94
2016,150.49
2013,79.8
2014,74.6
2015,75.07
2016,72.94
2013,40.28
2014,37.37
2015,37.07
2016,37.13
2013,46.21
2014,44.44
2015,44.17
2016,44.68
2013,15.6
2014,15.03
2015,14.41
2016,14.89
2013,140.33
2014,137.94
2015,133.03
2016,133.88
2013,15.51
2014,15.37
2015,14.44
2016,14.66
2013,33.51
2014,31.62
2015,31.36
2016,31.77
2013,76.06
2014,76.31
2015,75.06
2016,73.3
2013,45.14
2014,45.42
2015,43.58
2016,43.79
2013,17.73
2014,17.39
2015,16.62
2016,16.78
2013,46.26
2014,44.44
2015,43.58
2016,43.91
2013,96
2014,89.36
2015,90.1
2016,87.13
2013,79.58
2014,72.49
2015,75.27
2016,73.23
2013,19.51
2014,18.55
2015,18.01
2016,18.5
2013,40.46
2014,38.82
2015,38.08
2016,38.54
2013,2756.74
2014,2957.59
2015,3063.61
2016,3505.72
2013,391.53
2014,497.41
2015,487.22
2016,597.3
2013,2473.31
2014,2956.27
2015,3322.06
2016,3595.31
2013,47.87
2014,47.51
2015,49.74
2016,49.17
2013,63.98
2014,63.37
2015,66.35
2016,65.58
2013,47.49
2014,44.72
2015,45.95
2016,46.01
2013,15.23
2014,19.94
2015,19.94
2016,19.77
2013,87.89
2014,109.58
2015,106.66
2016,120.57
2013,830.91
2014,1032.44
2015,859.05
2016,1098.19
2013,61.13
2014,82.64
2015,82.64
2016,94.18
2013,62.27
2014,76.97
2015,64.28
2016,75.32
2013,136.74
2014,161.35
2015,159.43
2016,180.36
2013,136.67
2014,154.53
2015,160.25
2016,181.95
2013,38.49
2014,45.92
2015,48.51
2016,50.61
2013,8.83
2014,12.78
2015,12.78
2016,15.17
2013,8.83
2014,10.98
2015,10.99
2016,11.89
2013,77.58
2014,94.83
2015,87.09
2016,106.69
2013,222.84
2014,294.42
2015,291.96
2016,351.28
2013,143.13
2014,178.38
2015,183.98
2016,198.13
2013,44.15
2014,51.19
2015,53.08
2016,57.38
2013,277.45
2014,371.7
2015,364.95
2016,422.54
2013,161.9
2014,221.05
2015,221.05
2016,252.78
2013,4.55
2014,6.01
2015,6.01
2016,6.83
2013,50.19
2014,67.58
2015,67.58
2016,77.19
2013,20.57
2014,27.67
2015,27.67
2016,31.99
2013,18.28
2014,24.59
2015,24.59
2016,28.44
2013,45.75
2014,60.32
2015,63.19
2016,69.61
2013,18.53
2014,21.61
2015,24.05
2016,25.06
2013,32.22
2014,31.6
2015,32.89
2016,41.56
2013,32.22
2014,31.6
2015,32.89
2016,41.56
2013,40.56
2014,49.6
2015,51.1
2016,53.2
2013,58.8
2014,76.83
2015,75.51
2016,78.72
2013,83.01
2014,111.29
2015,109.26
2016,126.54
2013,82.92
2014,87.86
2015,96.25
2016,110.12
2013,11.49
2014,16.22
2015,16.22
2016,19.1
2013,46.84
2014,58.95
2015,57.94
2016,63.95
2013,92.37
2014,111.83
2015,109.92
2016,122.45
2013,97.7
2014,107.5
2015,118.16
2016,151.07
2013,163.28
2014,216.9
2015,221.53
2016,248.99
2013,151.56
2014,165.84
2015,167.88
2016,162.38
2013,830.91
2014,1032.44
2015,859.05
2016,1098.19
2013,12.05
2014,11.99
2015,12.24
2016,12.3
2013,32.54
2014,32.36
2015,32.56
2016,32.82
2013,33.25
2014,40.96
2015,47.58
2016,49.26
2013,27.46
2014,36.93
2015,36.93
2016,42.7
2013,46.16
2014,45.47
2015,45.09
2016,46.33
2013,16.2
2014,15.95
2015,15.98
2016,16.19
2013,1226.23
2014,1464.22
2015,1475.19
2016,1572.87
2013,15.76
2014,16.19
2015,15.93
2016,16.22
2013,15.87
2014,16.74
2015,16.18
2016,16.53
2013,36.1
2014,36.63
2015,36.11
2016,36.51
2013,15.87
2014,16.74
2015,16.12
2016,16.53
2013,53.63
2014,53.47
2015,53.06
2016,54.13
2013,36.1
2014,36.63
2015,36.11
2016,36.51
2013,53.63
2014,53.47
2015,53.06
2016,54.13
2013,36.1
2014,36.63
2015,36.11
2016,36.51
2013,36.1
2014,36.63
2015,36.11
2016,36.51
2013,15.87
2014,16.74
2015,16.18
2016,16.53
2013,39.29
2014,39.38
2015,39.29
2016,39.11
2013,16.23
2014,16.37
2015,16.27
2016,16.27
2013,31.9
2014,32.29
2015,32.23
2016,32.55
2013,62.82
2014,80.44
2015,82
2016,87.34
2013,70.83
2014,91.61
2015,93.4
2016,99.5
2013,19.9
2014,27
2015,27
2016,31.32
2013,70.83
2014,91.61
2015,93.4
2016,99.5
2013,199.1
2014,244.21
2015,242.34
2016,253.45
2013,86.69
2014,110.61
2015,102.65
2016,110.93
2013,154.4
2014,188.75
2015,187.57
2016,192.54
2013,88.09
2014,119.46
2015,119.46
2016,136.29
2013,43.38
2014,53.15
2015,53.23
2016,53.54
2013,78.23
2014,106.91
2015,106.91
2016,122.29
2013,35.73
2014,45.3
2015,43.69
2016,50.74
2013,76.86
2014,76.25
2015,76.96
2016,76.62
2013,330.65
2014,404.42
2015,404.42
2016,463.51
2013,15.64
2014,16.14
2015,16.1
2016,15.82
2013,70.62
2014,104.5
2015,99.53
2016,119.4
2013,73.34
2014,70.97
2015,71.99
2016,74.38
2013,63.95
2014,87.26
2015,87.26
2016,99.75
2013,16.03
2014,15.85
2015,16.26
2016,16.51
2013,61.9
2014,62.57
2015,62.23
2016,62.74
2013,31.53
2014,41.71
2015,39.69
2016,44.39
2013,20.9
2014,24.48
2015,23.83
2016,24.91
2013,37.51
2014,44.21
2015,41.07
2016,43.14
2013,14.91
2014,18.43
2015,18.12
2016,21.81
2013,76.06
2014,89.64
2015,83.05
2016,90.41
2013,485.05
2014,700.15
2015,700.15
2016,858.73
2013,28.64
2014,35.15
2015,35.2
2016,35.42
2013,20.1
2014,23.89
2015,23.89
2016,25.63
2013,5.58
2014,7.88
2015,7.88
2016,9.32
2013,26.79
2014,31.4
2015,34.61
2016,35.14
2013,21.52
2014,23.72
2015,24.34
2016,24.89
2013,20.29
2014,29.62
2015,29.97
2016,34.08
2013,154.37
2014,189.23
2015,188.71
2016,201.19
2013,72.79
2014,85.99
2015,79.45
2016,86.26
2013,144.89
2014,185.45
2015,185.45
2016,197.31
2013,250.78
2014,320.98
2015,320.98
2016,341.5
2013,15.64
2014,14.94
2015,14.75
2016,14.96
2013,57
2014,77.61
2015,77.61
2016,88.67
2013,38.31
2014,44.18
2015,43.9
2016,43.07
2013,81.84
2014,107
2015,99.71
2016,104.28
2013,36.25
2014,52.37
2015,49.66
2016,57.83
2013,16.22
2014,16.64
2015,16.02
2016,16.66
2013,38.19
2014,43.54
2015,43.71
2016,47.39
2013,28.46
2014,33.4
2015,34.76
2016,33.91
2013,24.59
2014,28.91
2015,30.1
2016,29.36
2013,11.52
2014,16.26
2015,16.26
2016,19.14
2013,34.05
2014,45.88
2015,45.88
2016,53.09
2013,265.76
2014,305.58
2015,311.64
2016,337.83
2013,33.85
2014,34.48
2015,34.34
2016,34.31
2013,62.78
2014,63.56
2015,65.1
2016,63.48
2013,84.48
2014,76.16
2015,77.17
2016,76.42
2013,792.39
2014,968.45
2015,968.45
2016,1054.31
2013,24.5
2014,23.34
2015,24.77
2016,24.42
2013,23.95
2014,24.34
2015,24.42
2016,24.95
2013,75.71
2014,76.31
2015,76.61
2016,78.27
2013,37.86
2014,38.38
2015,38.56
2016,39.36
2013,78.05
2014,75.12
2015,72.36
2016,71.74
2013,156.96
2014,147.91
2015,151.59
2016,150
2013,61.1
2014,58.42
2015,60.02
2016,59.12
2013,118
2014,110.96
2015,113.97
2016,112.77
2013,77.68
2014,72.29
2015,75.05
2016,74.43
2013,33.02
2014,31.82
2015,30.63
2016,30.42
2013,40.96
2014,41.04
2015,41.73
2016,42.55
2013,159.29
2014,161.26
2015,163.94
2016,165.97
2013,13.84
2014,13.8
2015,13.92
2016,14.22
2013,8.61
2014,8.69
2015,8.75
2016,8.94
2013,21.07
2014,21.06
2015,21.41
2016,21.85
2013,16.9
2014,17.83
2015,17.75
2016,17.88
2013,15.65
2014,16.48
2015,16.27
2016,16.77
2013,3833.12
2014,4692.71
2015,4692.71
2016,5101.79
2013,1073.89
2014,1331.73
2015,1331.73
2016,1476.08
2013,239.49
2014,293.37
2015,277.9
2016,321.85
2013,184.6
2014,178.76
2015,178.94
2016,191.16
2013,275.07
2014,266.99
2015,267.27
2016,285.56
2013,108.41
2014,105.17
2015,106.56
2016,113.01
2013,99.47
2014,96.44
2015,98.76
2016,103.62
2013,36.32
2014,35.65
2015,35.81
2016,37.71
2013,81.86
2014,78.6
2015,79.39
2016,83.99
2013,15.87
2014,16.48
2015,16.27
2016,16.77
2013,90.95
2014,90.49
2015,89.02
2016,93.53
2013,8.12
2014,8.37
2015,8.08
2016,8.52
2013,25.87
2014,26.57
2015,26.54
2016,27.09
2013,44.48
2014,45.01
2015,44.34
2016,46.38
2013,8.12
2014,8.37
2015,8.07
2016,8.5
2013,53.57
2014,53.99
2015,53.08
2016,55.62
2013,90.85
2014,87.7
2015,87.96
2016,93.99
2013,72.29
2014,70.24
2015,70.58
2016,75.4
2013,108.41
2014,105.21
2015,105.71
2016,112.95
2013,72.29
2014,70.24
2015,70.63
2016,75.48
2013,44.68
2014,43.7
2015,43.92
2016,46.8
2013,53.95
2014,52.37
2015,52.48
2016,56.03
2013,36.39
2014,35.65
2015,35.99
2016,37.71
2013,36.39
2014,35.65
2015,35.99
2016,37.63
2013,367.65
2014,355.58
2015,356.36
2016,380.74
2013,891.23
2014,866.47
2015,877.16
2016,920.23
2013,15.87
2014,16.2
2015,16.01
2016,16.9
2013,72.62
2014,70.24
2015,70.45
2016,75.27
2013,45
2014,43.75
2015,43.81
2016,46.72
2013,15.95
2014,16.22
2015,15.99
2016,16.87
2013,18.28
2014,19.1
2015,19.12
2016,19.51
2013,36.54
2014,36.71
2015,36.45
2016,37.75
2013,15.87
2014,16.48
2015,16.18
2016,16.73
2013,72.7
2014,72.48
2015,71.3
2016,74.73
2013,36.23
2014,36.41
2015,36.13
2016,37.44
2013,36.19
2014,35.5
2015,36.11
2016,37.63
2013,36.46
2014,35.5
2015,35.99
2016,37.63
2013,26.05
2014,26.05
2015,26.44
2016,27.24
2013,25.93
2014,26.05
2015,26.27
2016,27.3
2013,25.98
2014,26.05
2015,26.27
2016,27.3
2013,15.95
2014,16.14
2015,15.99
2016,16.87
2013,45
2014,43.75
2015,43.84
2016,46.72
2013,15.71
2014,16.48
2015,16.19
2016,16.73
2013,18.34
2014,19.1
2015,19.12
2016,19.51
2013,20.05
2014,20.83
2015,20.91
2016,21.28
2013,36.23
2014,36.41
2015,36.11
2016,37.44
2013,18.19
2014,18.48
2015,18.6
2016,18.53
2013,16.65
2014,17.85
2015,17.77
2016,17.71
2013,366.77
2014,355.98
2015,356.03
2016,380.74
2013,36.15
2014,35.47
2015,36.19
2016,37.86
2013,36.22
2014,35.25
2015,36.19
2016,37.9
2013,108.68
2014,104.47
2015,106.98
2016,113.33
2013,15.91
2014,16.08
2015,16.33
2016,16.96
2013,90.65
2014,87.09
2015,89.63
2016,94.46
2013,1840.08
2014,2163.42
2015,2351.52
2016,2605.6
2013,28.5
2014,38.75
2015,38.75
2016,45
2013,3471.28
2014,5589.75
2015,3876.82
2016,5876.6
2013,53.58
2014,52.37
2015,55.67
2016,56.15
2013,365.36
2014,355.98
2015,377.67
2016,383.4
2013,36.32
2014,36.4
2015,37.48
2016,36.96
2013,15.95
2014,16.48
2015,16.15
2016,16.48
2013,91.06
2014,90.46
2015,93.42
2016,92.4
2013,183.09
2014,178.4
2015,189.25
2016,191.27
2013,36.07
2014,35.65
2015,37.48
2016,37.79
2013,53.58
2014,52.37
2015,55.67
2016,56.15
2013,31.69
2014,32.27
2015,32.2
2016,32.36
2013,75.48
2014,75.79
2015,75.85
2016,76.03
2013,61.13
2014,82.64
2015,82.64
2016,94.18
2013,61.13
2014,82.64
2015,82.64
2016,94.18
2013,5167.42
2014,7390.93
2015,7298.35
2016,8496.89
2013,8574.45
2014,11767.01
2015,9916.15
2016,12738.79
2013,6920.5
2014,8340.97
2015,8058.73
2016,9840.7
2013,6920.5
2014,8340.97
2015,8058.73
2016,9840.7
2013,20.69
2014,23.41
2015,25.94
2016,28.12
2013,83.02
2014,94.62
2015,100.68
2016,138.89
2013,83.89
2014,97.48
2015,101.21
2016,142.96
2013,69.44
2014,79.57
2015,82.27
2016,90.12
2013,15.95
2014,16.14
2015,15.99
2016,16.87
2013,74.58
2014,104.14
2015,103.23
2016,116.35
2013,68.98
2014,86.45
2015,88.73
2016,95.54
2013,54.14
2014,72.4
2015,72.4
2016,82.5
2013,186.21
2014,242.84
2015,249.11
2016,278.32
2013,332.02
2014,422.02
2015,391.52
2016,419.86
2013,32.87
2014,36.93
2015,37.29
2016,41.87
2013,39.33
2014,46.03
2015,45.22
2016,47.43
2013,22.16
2014,30.05
2015,30.05
2016,34.86
2013,76.89
2014,83.63
2015,84.53
2016,88.37
2013,80.33
2014,100.1
2015,98.26
2016,107.15
2013,14.9
2014,15.33
2015,16.35
2016,16.73
2013,124.77
2014,160.96
2015,172.47
2016,179.51
2013,1121.48
2014,1551.65
2015,1921.87
2016,1620.73
2013,35.16
2014,47.78
2015,47.78
2016,55.47
2013,656.79
2014,813.53
2015,743.09
2016,824.43
2013,123.16
2014,167.08
2015,167.08
2016,190.64
2013,35.75
2014,41.84
2015,41.11
2016,43.12
2013,54.22
2014,72.47
2015,72.47
2016,82.57
2013,168.46
2014,260.19
2015,247.1
2016,262.27
2013,2679.43
2014,3585.52
2015,3458.16
2016,4095.04
2013,5582.7
2014,7733.68
2015,7733.68
2016,9321.48
2013,83.06
2014,112.63
2015,112.63
2016,128.5
2013,38.82
2014,42.38
2015,41.52
2016,43.15
2013,34.98
2014,35.16
2015,35.6
2016,36.34
2013,64.67
2014,71.83
2015,67.85
2016,81.83
2013,7053.24
2014,12304.48
2015,8993.08
2016,10008.27
2013,174.96
2014,161.47
2015,157.42
2016,157.97
2013,15.97
2014,16.08
2015,16.21
2016,16.22
2013,15.74
2014,19.72
2015,20.39
2016,20.87
2013,39.91
2014,44.34
2015,44.3
2016,48.75
2013,60.9
2014,70.82
2015,70.76
2016,80.71
2013,57.23
2014,58.35
2015,59.45
2016,56.69
2013,27.46
2014,36.93
2015,36.93
2016,42.7
2013,40.57
2014,40.67
2015,44.18
2016,41.91
2013,76.24
2014,79.38
2015,82.9
2016,81.14
2013,34.13
2014,34.28
2015,36.91
2016,35.12
2013,30.31
2014,34.24
2015,37.91
2016,39.53
2013,31.73
2014,42.77
2015,42.77
2016,49.5
2013,101.76
2014,151.43
2015,173.17
2016,169.6
2013,21.74
2014,33.89
2015,34.25
2016,38.88
2013,24.48
2014,32.81
2015,32.77
2016,37.78
2013,439.48
2014,569.29
2015,587.7
2016,679.02
2013,28.92
2014,37.55
2015,37.49
2016,39.01
2013,114.46
2014,147.89
2015,137.07
2016,161.01
2013,57.29
2014,74.57
2015,73.22
2016,79.82
2013,61.63
2014,77.81
2015,72.4
2016,85.4
2013,51.82
2014,67.42
2015,65.84
2016,72.83
2013,34.4
2014,34.09
2015,35.97
2016,35.11
2013,15.87
2014,16.16
2015,15.97
2016,16.55
2013,15.82
2014,15.95
2015,15.91
2016,16.02
2013,33.03
2014,33.19
2015,33.26
2016,33.06
2013,78.06
2014,78.44
2015,77.2
2016,76.84
2013,26.15
2014,26.04
2015,26.41
2016,26.08
2013,155.42
2014,184.14
2015,206.02
2016,213.63
2013,31.93
2014,32.1
2015,32.34
2016,32.26
2013,75.28
2014,76.04
2015,75.94
2016,76.25
2013,34.5
2014,35.12
2015,36.17
2016,37.14
2013,31.83
2014,32.27
2015,31.55
2016,32.14
2013,6.78
2014,6.84
2015,6.74
2016,6.89
2013,32.39
2014,32.63
2015,32.8
2016,33.35
2013,37.03
2014,39.03
2015,41.57
2016,37
2013,33.8
2014,34.5
2015,35.01
2016,34.44
2013,176.85
2014,175.18
2015,181.45
2016,179.75
2013,78.57
2014,78.51
2015,77.73
2016,78.12
2013,57.2
2014,58.96
2015,58.29
2016,57.82
2013,15.09
2014,15.17
2015,15.2
2016,15.21
2013,75.96
2014,78.01
2015,76.34
2016,76.44
2013,90.27
2014,87.8
2015,93.59
2016,93.78
2013,31.9
2014,32.87
2015,32.41
2016,32.54
2013,47.51
2014,47.9
2015,49.8
2016,48.96
2013,15.35
2014,15.13
2015,15.25
2016,15.08
2013,150.83
2014,147.92
2015,150.73
2016,148.55
2013,300.07
2014,295.25
2015,295.88
2016,296.31
2013,73.17
2014,73.07
2015,73.64
2016,73.55
2013,15.73
2014,16.18
2015,16.15
2016,15.94
2013,8.83
2014,12.78
2015,12.78
2016,15.17
2013,61.47
2014,61.71
2015,64.31
2016,65.35
2013,16.79
2014,16.77
2015,17.64
